#Revised by the galaxies at z>0.1 from Maddox et al. (2009) (their Table 3).
#Revised by Table 7 in 2001MNRAS.326.1076D.
#Some galaxies with no radial velocities have been removed because they are not visible in the Legacy images or it was not clear which was the object.
#Some compact objects like UCDs have been removed from this list as we intend to include only extended galaxies here.
#LSBs with FCC* designation seems to be the most extended and bright LSBs.
#LSBs with NGFS* designation are usually difficult to see in the Legacy images. Therefore, they are not expected to be detectable in S-PLUS images.
#For some FCC galaxies, NED provides radial velocities from 2016MNRAS.460.4492D. However, this is a photometric paper. They assume that some galaxies are Fornax members because of their morphology or because they were considered as certain or likely members in the FCC catalog and they assign a radial velocity calculated assuming the Fornax distance. These "radial velocities" can be checked at http://www.astro-udec.cl/mf/catalogue/Table2%28locations%29.txt. The value of '104' in the last column of that table means that is an assumed (and not an spectroscopic) radial velocity.
#Some galaxies appear in NED with Vr from 2008MNRAS.389..102T. However, this paper takes membership from other papers and I've not found those Vr in other published works.
#Galaxies with ID_b are new dwarfs with radial velocities from 2007A&A...464L..21B (Table 3).
#dE? are galaxies that might be LSB galaxies.
#dE,N? are galaxies which might have a nucleus.
#LSB? might be background galaxies (too compact or displaying some kind of structure).
# Objects with ID_x are literature Fornax galaxies that are placed in the new iDR4 Fornax fields.
# Objects with ID_z are galaxies from 1990MNRAS.245..289I. Objects with designation LSBG, no VR and S morphology were considered background. 
# Objects with ID_w are galaxies from 1988MNRAS.232..239D. "
# Objects with ID_y are galaxies from 1999MNRAS.304..297M. "
# Objects with ID_j are galaxies from 1965AJ.....70..559H. Objects with no VR and S morphology were considered background.
# Objects with ID_k and ID_kb,c,etc are galaxies from 2017ApJ...843...16K. 
# Extinctions are given for g,r,i,z of SDSS.
# Additional objects from Venhola et al. (2022). Columns RA_2, DEC_2, ID_FDS2022 are from Venhola et al. (2022).
# Corrected positons for LEDA_630952 and LEDA_659358. In their previous position new objects ids were added, FDS21_DWARF006 and FDS19_DWARF184, respectively.
#
# ID    RA         DEC         RA                   DEC                   RA_2      DEC_2      NAME                       ID_FDS2022   Morph_Legacy_Analia   Vr_NED/Maddox   e_Vr        Vr_Ref                Ag      Ar      Ai      Az     
  -     -          -           0.0                  0.0                   51.7205   -36.0858   -                          FDSLSB187    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   52.0379   -36.9367   -                          FDSLSB189    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.7612   -36.0912   -                          FDSLSB190    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.9483   -36.8      -                          FDSLSB191    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   52.7521   -35.5127   -                          FDSLSB194    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.9203   -35.026    -                          FDSLSB195    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.8255   -34.9959   -                          FDSLSB196    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.6527   -35.0265   -                          FDSLSB197    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.9623   -35.04     -                          FDSLSB198    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.6682   -35.1853   -                          FDSLSB199    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.6471   -35.1005   -                          FDSLSB200    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.6391   -35.1544   -                          FDSLSB201    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   51.7765   -35.0054   -                          FDSLSB202    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   56.7047   -34.7795   -                          FDSLSB207    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   56.6831   -34.3944   -                          FDSLSB208    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   57.6524   -34.8997   -                          FDSLSB209    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   56.5458   -34.3528   -                          FDSLSB210    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.2134   -35.1481   -                          FDSLSB214    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   55.189    -35.5021   -                          FDSLSB215    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.8996   -35.2981   -                          FDSLSB224    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
  -     -          -           0.0                  0.0                   54.3629   -35.3058   -                          FDSLSB231    -                     0.0             0.0         -                     0.0     0.0     0.0     0.0    
